0
MISSING UPDATE: Member M116 does not have an incurred different fine
MISSING UPDATE: Member M681 does not have an incurred different fine
MISSING UPDATE: Member M727 does not have an incurred different fine
MISSING UPDATE: Member M1055 does not have an incurred different fine
MISSING UPDATE: Member M1109 does not have an incurred different fine
MISSING UPDATE: Member M114 does not have an incurred different fine
MISSING UPDATE: Member M864 does not have an incurred different fine
MISSING UPDATE: Member M499 does not have an incurred different fine
MISSING UPDATE: Member M400 does not have an incurred different fine
MISSING UPDATE: Member M024 does not have an incurred different fine
MISSING UPDATE: Member M487 does not have an incurred different fine
MISSING UPDATE: Member M199 does not have an incurred different fine
MISSING UPDATE: Member M691 does not have an incurred different fine
MISSING UPDATE: Member M1182 does not have an incurred different fine
MISSING UPDATE: Member M773 does not have an incurred different fine
MISSING UPDATE: Member M293 does not have an incurred different fine
MISSING UPDATE: Member M1025 does not have an incurred different fine
MISSING UPDATE: Member M480 does not have an incurred different fine
MISSING UPDATE: Member M602 does not have an incurred different fine
MISSING UPDATE: Member M687 does not have an incurred different fine
MISSING UPDATE: Member M036 does not have an incurred different fine
MISSING UPDATE: Member M835 does not have an incurred different fine
MISSING UPDATE: Member M997 does not have an incurred different fine
MISSING UPDATE: Member M561 does not have an incurred different fine
MISSING UPDATE: Member M1147 does not have an incurred different fine
MISSING UPDATE: Member M179 does not have an incurred different fine
MISSING UPDATE: Member M1069 does not have an incurred different fine
MISSING UPDATE: Member M041 does not have an incurred different fine
MISSING UPDATE: Member M261 does not have an incurred different fine
MISSING UPDATE: Member M343 does not have an incurred different fine
MISSING UPDATE: Member M759 does not have an incurred different fine
MISSING UPDATE: Member M005 does not have an incurred different fine
MISSING UPDATE: Member M1019 does not have an incurred different fine
MISSING UPDATE: Member M1136 does not have an incurred different fine
MISSING UPDATE: Member M765 does not have an incurred different fine
MISSING UPDATE: Member M199 does not have an incurred different fine
MISSING UPDATE: Member M1189 does not have an incurred different fine
MISSING UPDATE: Member M535 does not have an incurred different fine
MISSING UPDATE: Member M073 does not have an incurred different fine
MISSING UPDATE: Member M792 does not have an incurred different fine
MISSING UPDATE: Member M083 does not have an incurred different fine
MISSING UPDATE: Member M1187 does not have an incurred different fine
MISSING UPDATE: Member M1025 does not have an incurred different fine
MISSING UPDATE: Member M036 does not have an incurred different fine
MISSING UPDATE: Member M054 does not have an incurred different fine
MISSING UPDATE: Member M623 does not have an incurred different fine
MISSING UPDATE: Member M559 does not have an incurred different fine
MISSING UPDATE: Member M987 does not have an incurred different fine
MISSING UPDATE: Member M441 does not have an incurred different fine
MISSING UPDATE: Member M044 does not have an incurred different fine
MISSING UPDATE: Member M571 does not have an incurred different fine
MISSING UPDATE: Member M027 does not have an incurred different fine
MISSING UPDATE: Member M443 does not have an incurred different fine
MISSING UPDATE: Member M160 does not have an incurred different fine
MISSING UPDATE: Member M183 does not have an incurred different fine
MISSING UPDATE: Member M600 does not have an incurred different fine
MISSING UPDATE: Member M816 does not have an incurred different fine
MISSING UPDATE: Member M601 does not have an incurred different fine
MISSING UPDATE: Member M495 does not have an incurred different fine
MISSING UPDATE: Member M1005 does not have an incurred different fine
MISSING UPDATE: Member M617 does not have an incurred different fine
MISSING UPDATE: Member M1132 does not have an incurred different fine
MISSING UPDATE: Member M653 does not have an incurred different fine
MISSING UPDATE: Member M621 does not have an incurred different fine
MISSING UPDATE: Member M924 does not have an incurred different fine
MISSING UPDATE: Member M1166 does not have an incurred different fine
MISSING UPDATE: Member M655 does not have an incurred different fine
MISSING UPDATE: Member M862 does not have an incurred different fine
MISSING UPDATE: Member M400 does not have an incurred different fine
MISSING UPDATE: Member M309 does not have an incurred different fine
MISSING UPDATE: Member M1174 does not have an incurred different fine
MISSING UPDATE: Member M424 does not have an incurred different fine
MISSING UPDATE: Member M878 does not have an incurred different fine
MISSING UPDATE: Member M403 does not have an incurred different fine
MISSING UPDATE: Member M419 does not have an incurred different fine
MISSING UPDATE: Member M123 does not have an incurred different fine
MISSING UPDATE: Member M593 does not have an incurred different fine
MISSING UPDATE: Member M1113 does not have an incurred different fine
MISSING UPDATE: Member M541 does not have an incurred different fine
MISSING UPDATE: Member M865 does not have an incurred different fine
MISSING UPDATE: Member M489 does not have an incurred different fine
"LIFETIME VIOLATION: Book 016838 is borrowed for the 11 time, violating lifetime constraints"
MISSING UPDATE: Member M263 does not have an incurred different fine
MISSING UPDATE: Member M243 does not have an incurred different fine
MISSING UPDATE: Member M188 does not have an incurred different fine
MISSING UPDATE: Member M218 does not have an incurred different fine
MISSING UPDATE: Member M856 does not have an incurred different fine
MISSING UPDATE: Member M1182 does not have an incurred different fine
MISSING UPDATE: Member M947 does not have an incurred different fine
MISSING UPDATE: Member M706 does not have an incurred different fine
MISSING UPDATE: Member M313 does not have an incurred different fine
MISSING UPDATE: Member M102 does not have an incurred different fine
MISSING UPDATE: Member M1110 does not have an incurred different fine
MISSING UPDATE: Member M402 does not have an incurred different fine
MISSING UPDATE: Member M701 does not have an incurred different fine
MISSING UPDATE: Member M446 does not have an incurred different fine
MISSING UPDATE: Member M949 does not have an incurred different fine
MISSING UPDATE: Member M660 does not have an incurred different fine
MISSING UPDATE: Member M182 does not have an incurred different fine
MISSING UPDATE: Member M1123 does not have an incurred different fine
MISSING UPDATE: Member M861 does not have an incurred different fine
MISSING UPDATE: Member M455 does not have an incurred different fine
MISSING UPDATE: Member M745 does not have an incurred different fine
MISSING UPDATE: Member M1033 does not have an incurred different fine
MISSING UPDATE: Member M352 does not have an incurred different fine
MISSING UPDATE: Member M1122 does not have an incurred different fine
MISSING UPDATE: Member M413 does not have an incurred different fine
MISSING UPDATE: Member M595 does not have an incurred different fine
MISSING UPDATE: Member M726 does not have an incurred different fine
MISSING UPDATE: Member M913 does not have an incurred different fine
MISSING UPDATE: Member M526 does not have an incurred different fine
MISSING UPDATE: Member M1194 does not have an incurred different fine
MISSING UPDATE: Member M819 does not have an incurred different fine
MISSING UPDATE: Member M099 does not have an incurred different fine
MISSING UPDATE: Member M530 does not have an incurred different fine
MISSING UPDATE: Member M756 does not have an incurred different fine
MISSING UPDATE: Member M998 does not have an incurred different fine
MISSING UPDATE: Member M728 does not have an incurred different fine
MISSING UPDATE: Member M868 does not have an incurred different fine
MISSING UPDATE: Member M948 does not have an incurred different fine
MISSING UPDATE: Member M548 does not have an incurred different fine
MISSING UPDATE: Member M455 does not have an incurred different fine
MISSING UPDATE: Member M319 does not have an incurred different fine
MISSING UPDATE: Member M403 does not have an incurred different fine
MISSING UPDATE: Member M769 does not have an incurred different fine
MISSING UPDATE: Member M475 does not have an incurred different fine
MISSING UPDATE: Member M1083 does not have an incurred different fine
MISSING UPDATE: Member M651 does not have an incurred different fine
MISSING UPDATE: Member M988 does not have an incurred different fine
MISSING UPDATE: Member M827 does not have an incurred different fine
MISSING UPDATE: Member M413 does not have an incurred different fine
MISSING UPDATE: Member M855 does not have an incurred different fine
MISSING UPDATE: Member M831 does not have an incurred different fine
MISSING UPDATE: Member M967 does not have an incurred different fine
MISSING UPDATE: Member M1170 does not have an incurred different fine
MISSING UPDATE: Member M817 does not have an incurred different fine
